Date,Season,Team,Opponent,HomeFlag,GF,GA,Manager,ManagerStart,ManagerEnd,MatchNumMgr,Window1,Window2,Window3
10/22/2021,2021/2022,Arsenal,Aston Villa,1,3,1,MIKEL ARTETA,12/22/2019,1/1/2100,67,0,0,0
10/30/2021,2021/2022,Arsenal,Leicester City,0,2,0,MIKEL ARTETA,12/22/2019,1/1/2100,68,0,0,0
11/7/2021,2021/2022,Arsenal,Watford,1,1,0,MIKEL ARTETA,12/22/2019,1/1/2100,69,0,0,0
11/20/2021,2021/2022,Arsenal,Liverpool,0,0,4,MIKEL ARTETA,12/22/2019,1/1/2100,70,0,0,0
11/27/2021,2021/2022,Arsenal,Newcastle Utd,1,2,0,MIKEL ARTETA,12/22/2019,1/1/2100,71,0,0,0
12/2/2021,2021/2022,Arsenal,Manchester Utd,0,2,3,MIKEL ARTETA,12/22/2019,1/1/2100,72,0,0,0
12/6/2021,2021/2022,Arsenal,Everton,0,1,2,MIKEL ARTETA,12/22/2019,1/1/2100,73,0,0,0
12/11/2021,2021/2022,Arsenal,Southampton,1,3,0,MIKEL ARTETA,12/22/2019,1/1/2100,74,0,0,0
12/15/2021,2021/2022,Arsenal,West Ham,1,2,0,MIKEL ARTETA,12/22/2019,1/1/2100,75,0,0,0
12/18/2021,2021/2022,Arsenal,Leeds United,0,4,1,MIKEL ARTETA,12/22/2019,1/1/2100,76,0,0,0
12/26/2021,2021/2022,Arsenal,Norwich City,0,5,0,MIKEL ARTETA,12/22/2019,1/1/2100,77,0,0,0
1/1/2022,2021/2022,Arsenal,Manchester City,1,1,2,MIKEL ARTETA,12/22/2019,1/1/2100,78,0,0,0
1/23/2022,2021/2022,Arsenal,Burnley,1,0,0,MIKEL ARTETA,12/22/2019,1/1/2100,79,0,0,0
2/10/2022,2021/2022,Arsenal,Wolves,0,1,0,MIKEL ARTETA,12/22/2019,1/1/2100,80,0,0,0
2/19/2022,2021/2022,Arsenal,Brentford,1,2,1,MIKEL ARTETA,12/22/2019,1/1/2100,81,0,0,0
2/24/2022,2021/2022,Arsenal,Wolves,1,2,1,MIKEL ARTETA,12/22/2019,1/1/2100,82,0,0,0
3/6/2022,2021/2022,Arsenal,Watford,0,3,2,MIKEL ARTETA,12/22/2019,1/1/2100,83,0,0,0
3/13/2022,2021/2022,Arsenal,Leicester City,1,2,0,MIKEL ARTETA,12/22/2019,1/1/2100,84,0,0,0
3/16/2022,2021/2022,Arsenal,Liverpool,1,0,2,MIKEL ARTETA,12/22/2019,1/1/2100,85,0,0,0
3/19/2022,2021/2022,Arsenal,Aston Villa,0,1,0,MIKEL ARTETA,12/22/2019,1/1/2100,86,0,0,0
4/4/2022,2021/2022,Arsenal,Crystal Palace,0,0,3,MIKEL ARTETA,12/22/2019,1/1/2100,87,0,0,0
4/9/2022,2021/2022,Arsenal,Brighton,1,1,2,MIKEL ARTETA,12/22/2019,1/1/2100,88,0,0,0
4/16/2022,2021/2022,Arsenal,Southampton,0,0,1,MIKEL ARTETA,12/22/2019,1/1/2100,89,0,0,0
4/20/2022,2021/2022,Arsenal,Chelsea,0,4,2,MIKEL ARTETA,12/22/2019,1/1/2100,90,0,0,0
4/23/2022,2021/2022,Arsenal,Manchester Utd,1,3,1,MIKEL ARTETA,12/22/2019,1/1/2100,91,0,0,0
5/1/2022,2021/2022,Arsenal,West Ham,0,2,1,MIKEL ARTETA,12/22/2019,1/1/2100,92,0,0,0
5/8/2022,2021/2022,Arsenal,Leeds United,1,2,1,MIKEL ARTETA,12/22/2019,1/1/2100,93,0,0,0
5/12/2022,2021/2022,Arsenal,Tottenham,0,0,3,MIKEL ARTETA,12/22/2019,1/1/2100,94,0,0,0
5/16/2022,2021/2022,Arsenal,Newcastle Utd,0,0,2,MIKEL ARTETA,12/22/2019,1/1/2100,95,0,0,0
5/22/2022,2021/2022,Arsenal,Everton,1,5,1,MIKEL ARTETA,12/22/2019,1/1/2100,96,0,0,0
8/5/2022,2022/2023,Arsenal,Crystal Palace,0,2,0,MIKEL ARTETA,12/22/2019,1/1/2100,97,0,0,0
8/13/2022,2022/2023,Arsenal,Leicester City,1,4,2,MIKEL ARTETA,12/22/2019,1/1/2100,98,0,0,0
8/20/2022,2022/2023,Arsenal,Bournemouth,0,3,0,MIKEL ARTETA,12/22/2019,1/1/2100,99,0,0,0
8/27/2022,2022/2023,Arsenal,Fulham,1,2,1,MIKEL ARTETA,12/22/2019,1/1/2100,100,0,0,0
8/31/2022,2022/2023,Arsenal,Aston Villa,1,2,1,MIKEL ARTETA,12/22/2019,1/1/2100,101,0,0,0
9/4/2022,2022/2023,Arsenal,Manchester Utd,0,1,3,MIKEL ARTETA,12/22/2019,1/1/2100,102,0,0,0
9/18/2022,2022/2023,Arsenal,Brentford,0,3,0,MIKEL ARTETA,12/22/2019,1/1/2100,103,0,0,0
10/1/2022,2022/2023,Arsenal,Tottenham,1,3,1,MIKEL ARTETA,12/22/2019,1/1/2100,104,0,0,0
10/9/2022,2022/2023,Arsenal,Liverpool,1,3,2,MIKEL ARTETA,12/22/2019,1/1/2100,105,0,0,0
10/16/2022,2022/2023,Arsenal,Leeds United,0,1,0,MIKEL ARTETA,12/22/2019,1/1/2100,106,0,0,0
10/23/2022,2022/2023,Arsenal,Southampton,0,1,1,MIKEL ARTETA,12/22/2019,1/1/2100,107,0,0,0
10/30/2022,2022/2023,Arsenal,Nott'ham Forest,1,5,0,MIKEL ARTETA,12/22/2019,1/1/2100,108,0,0,0
11/6/2022,2022/2023,Arsenal,Chelsea,0,1,0,MIKEL ARTETA,12/22/2019,1/1/2100,109,0,0,0
11/12/2022,2022/2023,Arsenal,Wolves,0,2,0,MIKEL ARTETA,12/22/2019,1/1/2100,110,0,0,0
12/26/2022,2022/2023,Arsenal,West Ham,1,3,1,MIKEL ARTETA,12/22/2019,1/1/2100,111,0,0,0
12/31/2022,2022/2023,Arsenal,Brighton,0,4,2,MIKEL ARTETA,12/22/2019,1/1/2100,112,0,0,0
1/3/2023,2022/2023,Arsenal,Newcastle Utd,1,0,0,MIKEL ARTETA,12/22/2019,1/1/2100,113,0,0,0
1/15/2023,2022/2023,Arsenal,Tottenham,0,2,0,MIKEL ARTETA,12/22/2019,1/1/2100,114,0,0,0
1/22/2023,2022/2023,Arsenal,Manchester Utd,1,3,2,MIKEL ARTETA,12/22/2019,1/1/2100,115,0,0,0
2/4/2023,2022/2023,Arsenal,Everton,0,0,1,MIKEL ARTETA,12/22/2019,1/1/2100,116,0,0,0
2/11/2023,2022/2023,Arsenal,Brentford,1,1,1,MIKEL ARTETA,12/22/2019,1/1/2100,117,0,0,0
2/15/2023,2022/2023,Arsenal,Manchester City,1,1,3,MIKEL ARTETA,12/22/2019,1/1/2100,118,0,0,0
2/18/2023,2022/2023,Arsenal,Aston Villa,0,4,2,MIKEL ARTETA,12/22/2019,1/1/2100,119,0,0,0
2/25/2023,2022/2023,Arsenal,Leicester City,0,1,0,MIKEL ARTETA,12/22/2019,1/1/2100,120,0,0,0
3/1/2023,2022/2023,Arsenal,Everton,1,4,0,MIKEL ARTETA,12/22/2019,1/1/2100,121,0,0,0
3/4/2023,2022/2023,Arsenal,Bournemouth,1,3,2,MIKEL ARTETA,12/22/2019,1/1/2100,122,0,0,0
3/12/2023,2022/2023,Arsenal,Fulham,0,3,0,MIKEL ARTETA,12/22/2019,1/1/2100,123,0,0,0
3/19/2023,2022/2023,Arsenal,Crystal Palace,1,4,1,MIKEL ARTETA,12/22/2019,1/1/2100,124,0,0,0
4/1/2023,2022/2023,Arsenal,Leeds United,1,4,1,MIKEL ARTETA,12/22/2019,1/1/2100,125,0,0,0
4/9/2023,2022/2023,Arsenal,Liverpool,0,2,2,MIKEL ARTETA,12/22/2019,1/1/2100,126,0,0,0
4/16/2023,2022/2023,Arsenal,West Ham,0,2,2,MIKEL ARTETA,12/22/2019,1/1/2100,127,0,0,0
4/21/2023,2022/2023,Arsenal,Southampton,1,3,3,MIKEL ARTETA,12/22/2019,1/1/2100,128,0,0,0
4/26/2023,2022/2023,Arsenal,Manchester City,0,1,4,MIKEL ARTETA,12/22/2019,1/1/2100,129,0,0,0
5/2/2023,2022/2023,Arsenal,Chelsea,1,3,1,MIKEL ARTETA,12/22/2019,1/1/2100,130,0,0,0
5/7/2023,2022/2023,Arsenal,Newcastle Utd,0,2,0,MIKEL ARTETA,12/22/2019,1/1/2100,131,0,0,0
5/14/2023,2022/2023,Arsenal,Brighton,1,0,3,MIKEL ARTETA,12/22/2019,1/1/2100,132,0,0,0
5/20/2023,2022/2023,Arsenal,Nott'ham Forest,0,0,1,MIKEL ARTETA,12/22/2019,1/1/2100,133,0,0,0
5/28/2023,2022/2023,Arsenal,Wolves,1,5,0,MIKEL ARTETA,12/22/2019,1/1/2100,134,0,0,0
8/12/2023,2023/2024,Arsenal,Nott'ham Forest,1,2,1,MIKEL ARTETA,12/22/2019,1/1/2100,135,0,0,0
8/21/2023,2023/2024,Arsenal,Crystal Palace,0,1,0,MIKEL ARTETA,12/22/2019,1/1/2100,136,0,0,0
8/26/2023,2023/2024,Arsenal,Fulham,1,2,2,MIKEL ARTETA,12/22/2019,1/1/2100,137,0,0,0
9/3/2023,2023/2024,Arsenal,Manchester Utd,1,3,1,MIKEL ARTETA,12/22/2019,1/1/2100,138,0,0,0
9/17/2023,2023/2024,Arsenal,Everton,0,1,0,MIKEL ARTETA,12/22/2019,1/1/2100,139,0,0,0
9/24/2023,2023/2024,Arsenal,Tottenham,1,2,2,MIKEL ARTETA,12/22/2019,1/1/2100,140,0,0,0
9/30/2023,2023/2024,Arsenal,Bournemouth,0,4,0,MIKEL ARTETA,12/22/2019,1/1/2100,141,0,0,0
10/8/2023,2023/2024,Arsenal,Manchester City,1,1,0,MIKEL ARTETA,12/22/2019,1/1/2100,142,0,0,0
10/21/2023,2023/2024,Arsenal,Chelsea,0,2,2,MIKEL ARTETA,12/22/2019,1/1/2100,143,0,0,0
10/28/2023,2023/2024,Arsenal,Sheffield Utd,1,5,0,MIKEL ARTETA,12/22/2019,1/1/2100,144,0,0,0
11/4/2023,2023/2024,Arsenal,Newcastle Utd,0,0,1,MIKEL ARTETA,12/22/2019,1/1/2100,145,0,0,0
11/11/2023,2023/2024,Arsenal,Burnley,1,3,1,MIKEL ARTETA,12/22/2019,1/1/2100,146,0,0,0
11/25/2023,2023/2024,Arsenal,Brentford,0,1,0,MIKEL ARTETA,12/22/2019,1/1/2100,147,0,0,0
12/2/2023,2023/2024,Arsenal,Wolves,1,2,1,MIKEL ARTETA,12/22/2019,1/1/2100,148,0,0,0
12/5/2023,2023/2024,Arsenal,Luton Town,0,4,3,MIKEL ARTETA,12/22/2019,1/1/2100,149,0,0,0
12/9/2023,2023/2024,Arsenal,Aston Villa,0,0,1,MIKEL ARTETA,12/22/2019,1/1/2100,150,0,0,0
12/17/2023,2023/2024,Arsenal,Brighton,1,2,0,MIKEL ARTETA,12/22/2019,1/1/2100,151,0,0,0
12/23/2023,2023/2024,Arsenal,Liverpool,0,1,1,MIKEL ARTETA,12/22/2019,1/1/2100,152,0,0,0
12/28/2023,2023/2024,Arsenal,West Ham,1,0,2,MIKEL ARTETA,12/22/2019,1/1/2100,153,0,0,0
12/31/2023,2023/2024,Arsenal,Fulham,0,1,2,MIKEL ARTETA,12/22/2019,1/1/2100,154,0,0,0
1/20/2024,2023/2024,Arsenal,Crystal Palace,1,5,0,MIKEL ARTETA,12/22/2019,1/1/2100,155,0,0,0
1/30/2024,2023/2024,Arsenal,Nott'ham Forest,0,2,1,MIKEL ARTETA,12/22/2019,1/1/2100,156,0,0,0
2/4/2024,2023/2024,Arsenal,Liverpool,1,3,1,MIKEL ARTETA,12/22/2019,1/1/2100,157,0,0,0
2/11/2024,2023/2024,Arsenal,West Ham,0,6,0,MIKEL ARTETA,12/22/2019,1/1/2100,158,0,0,0
2/17/2024,2023/2024,Arsenal,Burnley,0,5,0,MIKEL ARTETA,12/22/2019,1/1/2100,159,0,0,0
2/24/2024,2023/2024,Arsenal,Newcastle Utd,1,4,1,MIKEL ARTETA,12/22/2019,1/1/2100,160,0,0,0
3/4/2024,2023/2024,Arsenal,Sheffield Utd,0,6,0,MIKEL ARTETA,12/22/2019,1/1/2100,161,0,0,0
3/9/2024,2023/2024,Arsenal,Brentford,1,2,1,MIKEL ARTETA,12/22/2019,1/1/2100,162,0,0,0
3/31/2024,2023/2024,Arsenal,Manchester City,0,0,0,MIKEL ARTETA,12/22/2019,1/1/2100,163,0,0,0
4/3/2024,2023/2024,Arsenal,Luton Town,1,2,0,MIKEL ARTETA,12/22/2019,1/1/2100,164,0,0,0
4/6/2024,2023/2024,Arsenal,Brighton,0,3,0,MIKEL ARTETA,12/22/2019,1/1/2100,165,0,0,0
4/14/2024,2023/2024,Arsenal,Aston Villa,1,0,2,MIKEL ARTETA,12/22/2019,1/1/2100,166,0,0,0
4/20/2024,2023/2024,Arsenal,Wolves,0,2,0,MIKEL ARTETA,12/22/2019,1/1/2100,167,0,0,0
4/23/2024,2023/2024,Arsenal,Chelsea,1,5,0,MIKEL ARTETA,12/22/2019,1/1/2100,168,0,0,0
4/28/2024,2023/2024,Arsenal,Tottenham,0,3,2,MIKEL ARTETA,12/22/2019,1/1/2100,169,0,0,0
5/4/2024,2023/2024,Arsenal,Bournemouth,1,3,0,MIKEL ARTETA,12/22/2019,1/1/2100,170,0,0,0
5/12/2024,2023/2024,Arsenal,Manchester Utd,0,1,0,MIKEL ARTETA,12/22/2019,1/1/2100,171,0,0,0
5/19/2024,2023/2024,Arsenal,Everton,1,2,1,MIKEL ARTETA,12/22/2019,1/1/2100,172,0,0,0
10/23/2022,2022/2023,Aston Villa,Brentford,1,4,0,AARON DANKS,10/21/2022,10/31/2022,1,1,0,0
10/29/2022,2022/2023,Aston Villa,Newcastle Utd,0,0,4,AARON DANKS,10/21/2022,10/31/2022,2,1,0,0
3/13/2016,2015/2016,Aston Villa,Tottenham,1,0,2,ERIC BLACK,3/6/2016,3/30/2016,1,1,0,0
3/19/2016,2015/2016,Aston Villa,Swansea City,0,0,1,ERIC BLACK,3/6/2016,3/30/2016,2,1,0,0
8/10/2019,2019/2020,Aston Villa,Tottenham,0,1,3,KEVIN MACDONALD,4/10/2018,7/11/2021,1,1,0,0
8/17/2019,2019/2020,Aston Villa,Bournemouth,1,1,2,KEVIN MACDONALD,4/10/2018,7/11/2021,2,1,0,0
8/23/2019,2019/2020,Aston Villa,Everton,1,2,0,KEVIN MACDONALD,4/10/2018,7/11/2021,3,1,0,0
8/31/2019,2019/2020,Aston Villa,Crystal Palace,0,0,1,KEVIN MACDONALD,4/10/2018,7/11/2021,4,0,1,0
9/16/2019,2019/2020,Aston Villa,West Ham,1,0,0,KEVIN MACDONALD,4/10/2018,7/11/2021,5,0,1,0
9/22/2019,2019/2020,Aston Villa,Arsenal,0,2,3,KEVIN MACDONALD,4/10/2018,7/11/2021,6,0,1,0
9/28/2019,2019/2020,Aston Villa,Burnley,1,2,2,KEVIN MACDONALD,4/10/2018,7/11/2021,7,0,0,1
10/5/2019,2019/2020,Aston Villa,Norwich City,0,5,1,KEVIN MACDONALD,4/10/2018,7/11/2021,8,0,0,1
10/19/2019,2019/2020,Aston Villa,Brighton,1,2,1,KEVIN MACDONALD,4/10/2018,7/11/2021,9,0,0,1
10/26/2019,2019/2020,Aston Villa,Manchester City,0,0,3,KEVIN MACDONALD,4/10/2018,7/11/2021,10,0,0,1
11/2/2019,2019/2020,Aston Villa,Liverpool,1,1,2,KEVIN MACDONALD,4/10/2018,7/11/2021,11,0,0,0
11/10/2019,2019/2020,Aston Villa,Wolves,0,1,2,KEVIN MACDONALD,4/10/2018,7/11/2021,12,0,0,0
11/25/2019,2019/2020,Aston Villa,Newcastle Utd,1,2,0,KEVIN MACDONALD,4/10/2018,7/11/2021,13,0,0,0
12/1/2019,2019/2020,Aston Villa,Manchester Utd,0,2,2,KEVIN MACDONALD,4/10/2018,7/11/2021,14,0,0,0
12/4/2019,2019/2020,Aston Villa,Chelsea,0,1,2,KEVIN MACDONALD,4/10/2018,7/11/2021,15,0,0,0
12/8/2019,2019/2020,Aston Villa,Leicester City,1,1,4,KEVIN MACDONALD,4/10/2018,7/11/2021,16,0,0,0
12/14/2019,2019/2020,Aston Villa,Sheffield Utd,0,0,2,KEVIN MACDONALD,4/10/2018,7/11/2021,17,0,0,0
12/21/2019,2019/2020,Aston Villa,Southampton,1,1,3,KEVIN MACDONALD,4/10/2018,7/11/2021,18,0,0,0
12/26/2019,2019/2020,Aston Villa,Norwich City,1,1,0,KEVIN MACDONALD,4/10/2018,7/11/2021,19,0,0,0
12/28/2019,2019/2020,Aston Villa,Watford,0,0,3,KEVIN MACDONALD,4/10/2018,7/11/2021,20,0,0,0
1/1/2020,2019/2020,Aston Villa,Burnley,0,2,1,KEVIN MACDONALD,4/10/2018,7/11/2021,21,0,0,0
1/12/2020,2019/2020,Aston Villa,Manchester City,1,1,6,KEVIN MACDONALD,4/10/2018,7/11/2021,22,0,0,0
1/18/2020,2019/2020,Aston Villa,Brighton,0,1,1,KEVIN MACDONALD,4/10/2018,7/11/2021,23,0,0,0
1/21/2020,2019/2020,Aston Villa,Watford,1,2,1,KEVIN MACDONALD,4/10/2018,7/11/2021,24,0,0,0
2/1/2020,2019/2020,Aston Villa,Bournemouth,0,1,2,KEVIN MACDONALD,4/10/2018,7/11/2021,25,0,0,0
2/16/2020,2019/2020,Aston Villa,Tottenham,1,2,3,KEVIN MACDONALD,4/10/2018,7/11/2021,26,0,0,0
2/22/2020,2019/2020,Aston Villa,Southampton,0,0,2,KEVIN MACDONALD,4/10/2018,7/11/2021,27,0,0,0
3/9/2020,2019/2020,Aston Villa,Leicester City,0,0,4,KEVIN MACDONALD,4/10/2018,7/11/2021,28,0,0,0
6/17/2020,2019/2020,Aston Villa,Sheffield Utd,1,0,0,KEVIN MACDONALD,4/10/2018,7/11/2021,29,0,0,0
6/21/2020,2019/2020,Aston Villa,Chelsea,1,1,2,KEVIN MACDONALD,4/10/2018,7/11/2021,30,0,0,0
6/24/2020,2019/2020,Aston Villa,Newcastle Utd,0,1,1,KEVIN MACDONALD,4/10/2018,7/11/2021,31,0,0,0
6/27/2020,2019/2020,Aston Villa,Wolves,1,0,1,KEVIN MACDONALD,4/10/2018,7/11/2021,32,0,0,0
7/5/2020,2019/2020,Aston Villa,Liverpool,0,0,2,KEVIN MACDONALD,4/10/2018,7/11/2021,33,0,0,0
7/9/2020,2019/2020,Aston Villa,Manchester Utd,1,0,3,KEVIN MACDONALD,4/10/2018,7/11/2021,34,0,0,0
7/12/2020,2019/2020,Aston Villa,Crystal Palace,1,2,0,KEVIN MACDONALD,4/10/2018,7/11/2021,35,0,0,0
7/16/2020,2019/2020,Aston Villa,Everton,0,1,1,KEVIN MACDONALD,4/10/2018,7/11/2021,36,0,0,0
7/21/2020,2019/2020,Aston Villa,Arsenal,1,1,0,KEVIN MACDONALD,4/10/2018,7/11/2021,37,0,0,0
7/26/2020,2019/2020,Aston Villa,West Ham,0,1,1,KEVIN MACDONALD,4/10/2018,7/11/2021,38,0,0,0
9/21/2020,2020/2021,Aston Villa,Sheffield Utd,1,1,0,KEVIN MACDONALD,4/10/2018,7/11/2021,39,0,0,0
9/28/2020,2020/2021,Aston Villa,Fulham,0,3,0,KEVIN MACDONALD,4/10/2018,7/11/2021,40,0,0,0
10/4/2020,2020/2021,Aston Villa,Liverpool,1,7,2,KEVIN MACDONALD,4/10/2018,7/11/2021,41,0,0,0
10/18/2020,2020/2021,Aston Villa,Leicester City,0,1,0,KEVIN MACDONALD,4/10/2018,7/11/2021,42,0,0,0
10/23/2020,2020/2021,Aston Villa,Leeds United,1,0,3,KEVIN MACDONALD,4/10/2018,7/11/2021,43,0,0,0
11/1/2020,2020/2021,Aston Villa,Southampton,1,3,4,KEVIN MACDONALD,4/10/2018,7/11/2021,44,0,0,0
11/8/2020,2020/2021,Aston Villa,Arsenal,0,3,0,KEVIN MACDONALD,4/10/2018,7/11/2021,45,0,0,0
11/21/2020,2020/2021,Aston Villa,Brighton,1,1,2,KEVIN MACDONALD,4/10/2018,7/11/2021,46,0,0,0
11/30/2020,2020/2021,Aston Villa,West Ham,0,1,2,KEVIN MACDONALD,4/10/2018,7/11/2021,47,0,0,0
12/12/2020,2020/2021,Aston Villa,Wolves,0,1,0,KEVIN MACDONALD,4/10/2018,7/11/2021,48,0,0,0
12/17/2020,2020/2021,Aston Villa,Burnley,1,0,0,KEVIN MACDONALD,4/10/2018,7/11/2021,49,0,0,0
12/20/2020,2020/2021,Aston Villa,West Brom,0,3,0,KEVIN MACDONALD,4/10/2018,7/11/2021,50,0,0,0
12/26/2020,2020/2021,Aston Villa,Crystal Palace,1,3,0,KEVIN MACDONALD,4/10/2018,7/11/2021,51,0,0,0
12/28/2020,2020/2021,Aston Villa,Chelsea,0,1,1,KEVIN MACDONALD,4/10/2018,7/11/2021,52,0,0,0
1/1/2021,2020/2021,Aston Villa,Manchester Utd,0,1,2,KEVIN MACDONALD,4/10/2018,7/11/2021,53,0,0,0
1/20/2021,2020/2021,Aston Villa,Manchester City,0,0,2,KEVIN MACDONALD,4/10/2018,7/11/2021,54,0,0,0
1/23/2021,2020/2021,Aston Villa,Newcastle Utd,1,2,0,KEVIN MACDONALD,4/10/2018,7/11/2021,55,0,0,0
1/27/2021,2020/2021,Aston Villa,Burnley,0,2,3,KEVIN MACDONALD,4/10/2018,7/11/2021,56,0,0,0
1/30/2021,2020/2021,Aston Villa,Southampton,0,1,0,KEVIN MACDONALD,4/10/2018,7/11/2021,57,0,0,0
2/3/2021,2020/2021,Aston Villa,West Ham,1,1,3,KEVIN MACDONALD,4/10/2018,7/11/2021,58,0,0,0
2/6/2021,2020/2021,Aston Villa,Arsenal,1,1,0,KEVIN MACDONALD,4/10/2018,7/11/2021,59,0,0,0
2/13/2021,2020/2021,Aston Villa,Brighton,0,0,0,KEVIN MACDONALD,4/10/2018,7/11/2021,60,0,0,0
2/21/2021,2020/2021,Aston Villa,Leicester City,1,1,2,KEVIN MACDONALD,4/10/2018,7/11/2021,61,0,0,0
2/27/2021,2020/2021,Aston Villa,Leeds United,0,1,0,KEVIN MACDONALD,4/10/2018,7/11/2021,62,0,0,0
3/3/2021,2020/2021,Aston Villa,Sheffield Utd,0,0,1,KEVIN MACDONALD,4/10/2018,7/11/2021,63,0,0,0
3/6/2021,2020/2021,Aston Villa,Wolves,1,0,0,KEVIN MACDONALD,4/10/2018,7/11/2021,64,0,0,0
3/12/2021,2020/2021,Aston Villa,Newcastle Utd,0,1,1,KEVIN MACDONALD,4/10/2018,7/11/2021,65,0,0,0
3/21/2021,2020/2021,Aston Villa,Tottenham,1,0,2,KEVIN MACDONALD,4/10/2018,7/11/2021,66,0,0,0
4/4/2021,2020/2021,Aston Villa,Fulham,1,3,1,KEVIN MACDONALD,4/10/2018,7/11/2021,67,0,0,0
4/10/2021,2020/2021,Aston Villa,Liverpool,0,1,2,KEVIN MACDONALD,4/10/2018,7/11/2021,68,0,0,0
4/21/2021,2020/2021,Aston Villa,Manchester City,1,1,2,KEVIN MACDONALD,4/10/2018,7/11/2021,69,0,0,0
4/25/2021,2020/2021,Aston Villa,West Brom,1,2,2,KEVIN MACDONALD,4/10/2018,7/11/2021,70,0,0,0
5/1/2021,2020/2021,Aston Villa,Everton,0,2,1,KEVIN MACDONALD,4/10/2018,7/11/2021,71,0,0,0
5/9/2021,2020/2021,Aston Villa,Manchester Utd,1,1,3,KEVIN MACDONALD,4/10/2018,7/11/2021,72,0,0,0
5/13/2021,2020/2021,Aston Villa,Everton,1,0,0,KEVIN MACDONALD,4/10/2018,7/11/2021,73,0,0,0
5/16/2021,2020/2021,Aston Villa,Crystal Palace,0,2,3,KEVIN MACDONALD,4/10/2018,7/11/2021,74,0,0,0
5/19/2021,2020/2021,Aston Villa,Tottenham,0,2,1,KEVIN MACDONALD,4/10/2018,7/11/2021,75,0,0,0
5/23/2021,2020/2021,Aston Villa,Chelsea,1,2,1,KEVIN MACDONALD,4/10/2018,7/11/2021,76,0,0,0
8/16/2014,2014/2015,Aston Villa,Stoke City,0,1,0,PAUL LAMBERT,2/6/2012,11/2/2015,101,0,0,0
8/23/2014,2014/2015,Aston Villa,Newcastle Utd,1,0,0,PAUL LAMBERT,2/6/2012,11/2/2015,102,0,0,0
8/31/2014,2014/2015,Aston Villa,Hull City,1,2,1,PAUL LAMBERT,2/6/2012,11/2/2015,103,0,0,0
9/13/2014,2014/2015,Aston Villa,Liverpool,0,1,0,PAUL LAMBERT,2/6/2012,11/2/2015,104,0,0,0
9/20/2014,2014/2015,Aston Villa,Arsenal,1,0,3,PAUL LAMBERT,2/6/2012,11/2/2015,105,0,0,0
9/27/2014,2014/2015,Aston Villa,Chelsea,0,0,3,PAUL LAMBERT,2/6/2012,11/2/2015,106,0,0,0
10/4/2014,2014/2015,Aston Villa,Manchester City,1,0,2,PAUL LAMBERT,2/6/2012,11/2/2015,107,0,0,0
10/18/2014,2014/2015,Aston Villa,Everton,0,0,3,PAUL LAMBERT,2/6/2012,11/2/2015,108,0,0,0
10/27/2014,2014/2015,Aston Villa,QPR,0,0,2,PAUL LAMBERT,2/6/2012,11/2/2015,109,0,0,0
11/2/2014,2014/2015,Aston Villa,Tottenham,1,1,2,PAUL LAMBERT,2/6/2012,11/2/2015,110,0,0,0
11/8/2014,2014/2015,Aston Villa,West Ham,0,0,0,PAUL LAMBERT,2/6/2012,11/2/2015,111,0,0,0
11/24/2014,2014/2015,Aston Villa,Southampton,1,1,1,PAUL LAMBERT,2/6/2012,11/2/2015,112,0,0,0
11/29/2014,2014/2015,Aston Villa,Burnley,0,1,1,PAUL LAMBERT,2/6/2012,11/2/2015,113,0,0,0
12/2/2014,2014/2015,Aston Villa,Crystal Palace,0,1,0,PAUL LAMBERT,2/6/2012,11/2/2015,114,0,0,0
12/7/2014,2014/2015,Aston Villa,Leicester City,1,2,1,PAUL LAMBERT,2/6/2012,11/2/2015,115,0,0,0
12/13/2014,2014/2015,Aston Villa,West Brom,0,0,1,PAUL LAMBERT,2/6/2012,11/2/2015,116,0,0,0
12/20/2014,2014/2015,Aston Villa,Manchester Utd,1,1,1,PAUL LAMBERT,2/6/2012,11/2/2015,117,0,0,0
12/26/2014,2014/2015,Aston Villa,Swansea City,0,0,1,PAUL LAMBERT,2/6/2012,11/2/2015,118,0,0,0
12/28/2014,2014/2015,Aston Villa,Sunderland,1,0,0,PAUL LAMBERT,2/6/2012,11/2/2015,119,0,0,0
1/1/2015,2014/2015,Aston Villa,Crystal Palace,1,0,0,PAUL LAMBERT,2/6/2012,11/2/2015,120,0,0,0
1/10/2015,2014/2015,Aston Villa,Leicester City,0,0,1,PAUL LAMBERT,2/6/2012,11/2/2015,121,0,0,0
1/17/2015,2014/2015,Aston Villa,Liverpool,1,0,2,PAUL LAMBERT,2/6/2012,11/2/2015,122,0,0,0
2/1/2015,2014/2015,Aston Villa,Arsenal,0,0,5,PAUL LAMBERT,2/6/2012,11/2/2015,123,0,0,0
2/7/2015,2014/2015,Aston Villa,Chelsea,1,1,2,PAUL LAMBERT,2/6/2012,11/2/2015,124,0,0,0
2/10/2015,2014/2015,Aston Villa,Hull City,0,0,2,PAUL LAMBERT,2/6/2012,11/2/2015,125,0,0,0
3/14/2015,2014/2015,Aston Villa,Sunderland,0,4,0,REMI GARDE,3/11/2015,3/29/2016,1,1,0,0
3/21/2015,2014/2015,Aston Villa,Swansea City,1,0,1,REMI GARDE,3/11/2015,3/29/2016,2,1,0,0
4/4/2015,2014/2015,Aston Villa,Manchester Utd,0,1,3,REMI GARDE,3/11/2015,3/29/2016,3,1,0,0
